songid,track,artist,region,datee,position,streams,danceability,energy,song_key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_sig,country_name,rank,score,high,low,gdp,fam,health,freedom,gen,trust,dys
4O4xuKdvJvl7HpFlYGwudS,Replica,The xx,lv,1/13/17,33,1331,0.623,0.44,8,-10.934,1,0.0327,0.468,0.502,0.177,0.511,79.978,249000,4,Latvia,54,5.849999905,5.920263538,5.779736271,1.260748625,1.404714942,0.638566971,0.325707912,0.153074786,0.073842727,1.993655205
0ZzVPCGdkpKcxAzMNDD5UZ,Pasarla Bien,Marama,uy,12/31/17,96,2200,0.652,0.733,4,-6.368,0,0.0906,0.0456,0,0.103,0.754,108.062,185431,4,Uruguay,28,6.453999996,6.545906218,6.362093775,1.217559695,1.412227869,0.719216824,0.579392254,0.175096929,0.178061873,2.172409534
4prmUBle7TtAeeUgCnsc3Z,Probablemente,Christian Nodal,mx,12/31/17,27,154957,0.661,0.489,7,-5.236,1,0.0284,0.412,0,0.102,0.591,79.996,233547,4,Mexico,25,6.578000069,6.671148908,6.48485123,1.153183818,1.21086216,0.709978998,0.412730008,0.120990433,0.132774115,2.837154865
1j0WhqRdlsxnHzzvZkuw8b,Skyline mit zwei Türmen,Marteria,at,5/26/17,187,2014,0.657,0.793,0,-7.367,0,0.278,0.421,0.00459,0.147,0.149,92.124,205720,4,Austria,13,7.006000042,7.070669812,6.941330272,1.487097263,1.459944963,0.815328419,0.56776619,0.316472322,0.221060365,2.138506413
2JB7PvDV0R3Vwbq0iy1WPe,Feet Don't Fail Me,Queens of the Stone Age,gb,8/25/17,122,56448,0.514,0.806,2,-6.947,1,0.0582,0.0188,0.00227,0.0976,0.288,109.331,341825,4,United Kingdom,19,6.714000225,6.783791761,6.644208689,1.44163394,1.49646008,0.805335939,0.508190036,0.492774159,0.265428066,1.704143524
2W2zyLR5XeNIuwwUgLs2jL,Ayrılık Zamanı,Gizem,tr,8/12/17,179,6127,0.6,0.875,6,-5.927,0,0.0493,0.0409,0.000169,0.087,0.847,120.009,230375,4,Turkey,69,5.5,5.594864963,5.405135037,1.198274374,1.337753177,0.637605608,0.3007406,0.046693042,0.09967158,1.879277945
1AMJtqWM66CsQM4L2nQhxc,Kawa i Xanax,Quebonafide,pl,12/30/17,111,9142,0.575,0.772,5,-7.86,0,0.235,0.309,0,0.379,0.402,115.038,249154,4,Poland,46,5.97300005,6.053908341,5.892091758,1.291787863,1.44571197,0.699475348,0.520342112,0.158465967,0.059307806,1.797722816
4WiiRw2PHMNQE0ad6y6GdD,Chocolate,The 1975,gb,9/12/17,190,35281,0.614,0.938,11,-4.461,1,0.0611,0.000532,0,0.368,0.607,100.058,224674,4,United Kingdom,19,6.714000225,6.783791761,6.644208689,1.44163394,1.49646008,0.805335939,0.508190036,0.492774159,0.265428066,1.704143524
7oGZAicScQt96OAW4AruYy,Want to Want Me,Jason Derulo,gb,7/7/17,164,46345,0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,207719,4,United Kingdom,19,6.714000225,6.783791761,6.644208689,1.44163394,1.49646008,0.805335939,0.508190036,0.492774159,0.265428066,1.704143524
7wE90hQ78wf68VxD0koeob,Ben Yoruldum Hayat,Mümin Sarıkaya,tr,2/11/17,187,4483,0.578,0.429,4,-8.126,0,0.0311,0.899,0.00391,0.174,0.186,125.24,275383,4,Turkey,69,5.5,5.594864963,5.405135037,1.198274374,1.337753177,0.637605608,0.3007406,0.046693042,0.09967158,1.879277945
4iKuG50iHNBaybQOo11yrN,Solo a Solas (feat. Maluma),Cosculluela,py,12/31/17,109,1809,0.766,0.646,6,-4.83,0,0.281,0.187,1.24E-05,0.107,0.646,86.928,204224,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
3hbD9LWwKS3BLXz8imubOq,In The Mood (feat. Veronica),Henri PFR,be,12/31/17,36,16635,0.68,0.736,1,-4.258,1,0.051,0.389,9.19E-06,0.0879,0.223,100.024,189750,4,Belgium,17,6.890999794,6.95582075,6.826178838,1.463780761,1.462312698,0.818091869,0.539770722,0.231503338,0.251343131,2.124210358
09QOedW1xozFDsXUI7jTeV,Dile Que Tu Me Quieres Remix (feat. Yandel),Ozuna,py,6/17/17,146,1107,0.71,0.74,1,-4.634,1,0.0596,0.103,0,0.0582,0.882,175.936,237400,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
0B6GRS3vGtzu6w5BQXqWMq,Kung Fu,Dasoul,py,11/11/17,193,1058,0.817,0.804,1,-4.372,1,0.0651,0.137,1.40E-05,0.0917,0.57,104.996,234280,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
64PfnGAkmThzFuZAaRo7tZ,Længe Siden,TopGunn,dk,3/18/17,195,8209,0.713,0.573,3,-7.717,0,0.049,0.0333,0,0.159,0.565,142.026,172163,4,Denmark,2,7.521999836,7.581728065,7.462271607,1.482383013,1.551121593,0.792565525,0.626006722,0.355280489,0.400770068,2.313707352
52BcFhIYD7mIajoeCHMHd9,Enginn Mórall,Aron Can,is,8/26/17,93,1030,0.883,0.638,7,-7.396,1,0.19,0.272,9.09E-06,0.126,0.809,137.848,212174,4,Iceland,3,7.504000187,7.622030473,7.385969901,1.48063302,1.610574007,0.833552122,0.627162635,0.475540221,0.153526559,2.322715282
2pU5p0i8r0QunStnUVtC1m,Bayang,Khai Bahar,my,12/20/17,199,4478,0.49,0.672,4,-4.282,0,0.0258,0.0506,3.81E-05,0.111,0.239,96.865,198720,4,Malaysia,42,6.084000111,6.179979637,5.988020585,1.29121542,1.284646034,0.618784428,0.402264982,0.41660893,0.065600708,2.004448891
5xbrhx2tMMcN68IT3cJbhS,Ayala (Outro),XXXTENTACION,au,8/30/17,172,20932,0.57,0.285,9,-14.125,0,0.0381,0.737,0.0133,0.108,0.0973,83.485,99707,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
32LHcw3FjMQKNddzrQNYJ4,Range Sessie,Boef,nl,6/8/17,191,17321,0.775,0.669,8,-6.64,1,0.267,0.202,3.88E-05,0.12,0.766,93.07,221935,4,Netherlands,6,7.376999855,7.427425841,7.326573869,1.503944635,1.428939223,0.810696125,0.585384488,0.47048983,0.282661825,2.294804096
1VoHrSS3QQ6TbpabLrFiYb,Sofia,Alvaro Soler,cz,10/7/17,196,1213,0.691,0.72,2,-5.918,1,0.0324,0.127,0,0.15,0.906,128.014,210467,4,Czech Republic,23,6.609000206,6.683862463,6.534137949,1.352682352,1.433885217,0.754444003,0.490946174,0.088106759,0.036872927,2.451861858
1SrRg0gY3qgUhfU2XPab1X,Man Of The Year,Jireel,se,11/27/17,200,16508,0.642,0.749,6,-7.511,0,0.0586,0.0601,0,0.0993,0.418,104.027,187400,4,Sweden,9,7.28399992,7.344094877,7.223904962,1.494387269,1.478162169,0.830875158,0.612924099,0.385399252,0.384398729,2.097537994
6Rp7udnk6KsyeRLahxLc7D,Sedalam-Dalam Rindu,Tajul,my,12/18/17,185,4549,0.54,0.576,7,-6.279,0,0.0249,0.5,9.26E-06,0.352,0.534,104.98,241798,4,Malaysia,42,6.084000111,6.179979637,5.988020585,1.29121542,1.284646034,0.618784428,0.402264982,0.41660893,0.065600708,2.004448891
6NOBQsQ2TsAK8ieuFEB0O6,Traîtres,Lacrim,be,4/10/17,187,2908,0.962,0.723,10,-6.912,0,0.194,0.0563,0,0.0749,0.565,122.011,192800,4,Belgium,17,6.890999794,6.95582075,6.826178838,1.463780761,1.462312698,0.818091869,0.539770722,0.231503338,0.251343131,2.124210358
4COGASZEbAxmH6k5gYMo6G,"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]",Jon Z,py,12/28/17,182,1125,0.894,0.721,4,-5.829,0,0.258,0.155,0,0.154,0.392,107.963,335737,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
71xYgonpDJ7tWqo2vQm28c,I Can't Stop,DJ Licious,be,12/30/17,125,4688,0.621,0.897,6,-6.232,0,0.0566,0.0122,0.327,0.0808,0.227,126.073,175714,4,Belgium,17,6.890999794,6.95582075,6.826178838,1.463780761,1.462312698,0.818091869,0.539770722,0.231503338,0.251343131,2.124210358
6Fov2wtS1YVTS3o4sqhgVM,Vazgeçtim,Sezen Aksu,tr,4/9/17,197,4258,0.48,0.217,0,-11.52,0,0.038,0.784,0.000769,0.112,0.188,140.601,309907,4,Turkey,69,5.5,5.594864963,5.405135037,1.198274374,1.337753177,0.637605608,0.3007406,0.046693042,0.09967158,1.879277945
0fWBFDRTIuk8ZgNdZqhCer,So Good (& Metro Boomin),Big Sean,gr,12/9/17,100,1069,0.619,0.404,8,-8.333,0,0.441,0.0144,0,0.115,0.566,90.008,268720,4,Greece,87,5.227000237,5.325246169,5.128754304,1.289487481,1.239414573,0.810198903,0.095731251,0,0.043289777,1.749221563
1LRpuXWQHtCemkKzCKXan4,Így Játszom,HoneyBeast,hu,12/8/17,186,1264,0.737,0.654,7,-5.72,1,0.0336,0.0637,0,0.088,0.703,94.54,201000,4,Hungary,75,5.323999882,5.403039709,5.244960054,1.286011934,1.343133092,0.687763453,0.175863519,0.078401662,0.036636937,1.716459274
048uWGSGTnQhaZFjTCVPZX,Heimwee,Lijpe,nl,9/7/17,17,110959,0.868,0.636,7,-7.383,1,0.227,0.0787,0.00768,0.138,0.623,115.008,188093,4,Netherlands,6,7.376999855,7.427425841,7.326573869,1.503944635,1.428939223,0.810696125,0.585384488,0.47048983,0.282661825,2.294804096
0r8slHkzYnRdSMn8eaiFW1,Seviyorsun,Hande Yener,tr,9/21/17,187,6699,0.603,0.865,2,-4.984,0,0.081,0.18,0,0.315,0.787,185.95,219112,4,Turkey,69,5.5,5.594864963,5.405135037,1.198274374,1.337753177,0.637605608,0.3007406,0.046693042,0.09967158,1.879277945
7aE2eCCGYJt05y9gXr5W3x,Er Derude,Skinz,dk,12/30/17,160,9384,0.686,0.593,2,-6.735,1,0.0569,0.0118,0,0.182,0.411,159.927,203495,4,Denmark,2,7.521999836,7.581728065,7.462271607,1.482383013,1.551121593,0.792565525,0.626006722,0.355280489,0.400770068,2.313707352
7lGKEWMXVWWTt3X71Bv44I,Unsteady,X Ambassadors,cz,11/6/17,167,1471,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,193547,4,Czech Republic,23,6.609000206,6.683862463,6.534137949,1.352682352,1.433885217,0.754444003,0.490946174,0.088106759,0.036872927,2.451861858
1mWy9zjVOTGF0i9P5d5mYm,Is This Love?,Daði Freyr,is,6/8/17,81,1153,0.842,0.517,6,-10.817,1,0.0624,0.0653,0.000633,0.0728,0.668,120.001,172922,4,Iceland,3,7.504000187,7.622030473,7.385969901,1.48063302,1.610574007,0.833552122,0.627162635,0.475540221,0.153526559,2.322715282
3Fzlg5r1IjhLk2qRw667od,Dancing in the Moonlight,Toploader,au,10/7/17,197,18842,0.632,0.858,10,-3.463,1,0.035,0.0624,0,0.347,0.872,119.397,232693,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
4NzenFNqsYRvrG7rLdF1Ej,Boom Boom,RedOne,py,12/28/17,196,1072,0.749,0.759,7,-8.065,0,0.0451,0.00453,0,0.202,0.584,110.004,248364,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
3vai1W5CoyxylG49hbiGLm,Alo,Ezhel,tr,11/14/17,15,30163,0.796,0.57,4,-8.314,0,0.208,0.529,0.0249,0.116,0.551,140.035,207009,4,Turkey,69,5.5,5.594864963,5.405135037,1.198274374,1.337753177,0.637605608,0.3007406,0.046693042,0.09967158,1.879277945
3GpvoKKWZyTwgbLEM9RmWM,Por Fin Te Encontré,Cali Y El Dandee,py,1/7/17,120,1051,0.641,0.826,11,-3.69,1,0.223,0.0536,0,0.18,0.845,179.988,250837,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
6ZI6RjnK7LpnOoQEgJUBLW,Net,Bilge Nihan,tr,11/11/17,191,7319,0.71,0.818,4,-6.701,0,0.201,0.19,0,0.194,0.607,124.945,217480,4,Turkey,69,5.5,5.594864963,5.405135037,1.198274374,1.337753177,0.637605608,0.3007406,0.046693042,0.09967158,1.879277945
4zWO4gvuFtw6EJZC5FFGlr,Bum Bum Tam Tam,MC Fioti,py,12/31/17,32,6249,0.896,0.673,1,-3.872,1,0.139,0.346,1.28E-05,0.206,0.714,131.99,213989,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
0V9cosR5jWa4fr2koARmhD,Summer Air,ItaloBrothers,gr,9/26/17,68,1040,0.755,0.751,8,-4.034,1,0.0748,0.0635,0,0.0812,0.491,102.002,183587,4,Greece,87,5.227000237,5.325246169,5.128754304,1.289487481,1.239414573,0.810198903,0.095731251,0,0.043289777,1.749221563
2NbMHtHIp8jH4oglpEx0Jc,Bajito No,Los Negroni,uy,12/31/17,65,3030,0.578,0.705,7,-5.566,1,0.124,0.359,0.00107,0.0982,0.534,117.151,181418,4,Uruguay,28,6.453999996,6.545906218,6.362093775,1.217559695,1.412227869,0.719216824,0.579392254,0.175096929,0.178061873,2.172409534
0AICBlLzFCTpUqmAbtzB2z,Love Scars,Trippie Redd,us,12/31/17,168,192494,0.659,0.614,9,-7.32,0,0.0541,0.000404,0,0.123,0.26,119.405,143969,4,United States,14,6.993000031,7.074656748,6.911343313,1.546259284,1.419920564,0.774286628,0.505740523,0.392578781,0.135638788,2.218113422
26VKwUgkXYyYzHCwDMmJTN,Snap,Jireel,se,8/24/17,182,15298,0.673,0.65,2,-8.289,0,0.441,0.033,0,0.0978,0.364,140.089,196639,4,Sweden,9,7.28399992,7.344094877,7.223904962,1.494387269,1.478162169,0.830875158,0.612924099,0.385399252,0.384398729,2.097537994
3IyPnNX142pvWx6D5CiimD,Amantes,Greeicy,co,12/31/17,6,38396,0.8,0.681,2,-4.076,1,0.0912,0.14,0,0.0831,0.637,92.027,235424,4,Colombia,36,6.356999874,6.452020054,6.261979694,1.070622325,1.402182937,0.595027924,0.477487415,0.149014473,0.046668742,2.616068125
42nrX5b8ZUYRcw2puNY8tb,Titibo-Tibo,Moira Dela Torre,ph,12/31/17,15,145333,0.651,0.421,10,-7.658,1,0.0673,0.855,0.000109,0.0869,0.774,119.866,202453,4,Philippines,72,5.429999828,5.545335054,5.314664602,0.857699215,1.253917575,0.468009055,0.585214674,0.193513423,0.099331893,1.972604752
0QZ8js2vE10RipA6o0ZT8g,Tembeleke,Liro Shaq el Sofoke,do,12/6/17,176,1006,0.903,0.837,10,-2.191,0,0.102,0.0495,0.00294,0.0563,0.696,130.997,197882,4,Dominican Republic,86,5.230000019,5.349060885,5.110939153,1.079373837,1.402416706,0.574873745,0.552589834,0.18696785,0.113945253,1.31946516
4nbg6j4t38jiFdwXt3kiLQ,Eines Tages,Kollegah,at,12/14/17,171,2897,0.419,0.688,1,-7.332,1,0.361,0.0926,0,0.104,0.149,79.145,196069,1,Austria,13,7.006000042,7.070669812,6.941330272,1.487097263,1.459944963,0.815328419,0.56776619,0.316472322,0.221060365,2.138506413
3BDJQNagxTyHWKNvcHtsin,Asozial,Mert,at,8/17/17,186,1748,0.741,0.586,1,-7.419,1,0.316,0.178,0,0.236,0.222,100.048,146791,4,Austria,13,7.006000042,7.070669812,6.941330272,1.487097263,1.459944963,0.815328419,0.56776619,0.316472322,0.221060365,2.138506413
0mwPE0lPOgnWf2bo14xedJ,Fuego,Juanes,py,6/1/17,116,1042,0.745,0.66,0,-5.461,1,0.0878,0.0575,0,0.108,0.934,95.154,167453,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
0XoGiZY2XtBW5qXB3ZzZOX,O helga natt,Tommy Körberg,se,12/26/17,66,29162,0.194,0.19,1,-12.703,1,0.0354,0.895,1.34E-06,0.122,0.127,85.93,251973,3,Sweden,9,7.28399992,7.344094877,7.223904962,1.494387269,1.478162169,0.830875158,0.612924099,0.385399252,0.384398729,2.097537994
0lmdsH1MIoLsMymnNpd6HU,Let Me Hold You (Turn Me On),Dante Klein,au,2/25/17,175,15649,0.68,0.774,1,-3.136,0,0.0697,0.101,0,0.113,0.331,102.949,163841,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
3ACvYZqgoP36dURFeovOR8,Nougat,Booba,be,7/26/17,199,2710,0.902,0.625,1,-5.293,1,0.397,0.594,0,0.085,0.486,129.997,179834,4,Belgium,17,6.890999794,6.95582075,6.826178838,1.463780761,1.462312698,0.818091869,0.539770722,0.231503338,0.251343131,2.124210358
5s36BGx9nfgtklTJpnk1AE,Happy Days,Ghali,it,5/25/17,4,114287,0.77,0.815,10,-5.496,0,0.0566,0.0896,0.00488,0.0822,0.721,118.032,198120,4,Italy,48,5.964000225,6.042736906,5.885263544,1.395066619,1.444923282,0.853144348,0.256450713,0.172789648,0.028028091,1.813312054
61AaiTZFfwruCncZ7m7CIg,Addison Lee (Peng Ting Called Maddison),Not3s,gb,10/25/17,193,38636,0.552,0.623,9,-6.256,0,0.446,0.716,0,0.0892,0.477,133.967,179447,5,United Kingdom,19,6.714000225,6.783791761,6.644208689,1.44163394,1.49646008,0.805335939,0.508190036,0.492774159,0.265428066,1.704143524
4u3OKUeFXMkfwdY65Gi8FM,AHA,Otsochodzi,pl,12/31/17,133,13814,0.49,0.677,11,-7.533,0,0.408,0.38,0,0.125,0.502,87.28,190154,5,Poland,46,5.97300005,6.053908341,5.892091758,1.291787863,1.44571197,0.699475348,0.520342112,0.158465967,0.059307806,1.797722816
1q4n2h0CnHdJ9SxMuDwf3j,Ask For It,Future Animals,dk,12/30/17,69,16059,0.824,0.488,2,-9.245,0,0.217,0.078,2.97E-05,0.104,0.326,92.004,192106,4,Denmark,2,7.521999836,7.581728065,7.462271607,1.482383013,1.551121593,0.792565525,0.626006722,0.355280489,0.400770068,2.313707352
1fiwHsiitsbudIjFgmzrM4,Sígueme Bailando,Juan Magán,py,11/28/17,168,1126,0.745,0.886,4,-4.684,0,0.0491,0.043,1.28E-05,0.282,0.706,94.97,221211,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
4mpF85WbMQXxo9RKObQsv8,Giv Mig Noget,Jimilian,dk,8/27/17,199,6511,0.788,0.561,10,-6.574,0,0.089,0.254,0,0.059,0.597,100.074,190160,4,Denmark,2,7.521999836,7.581728065,7.462271607,1.482383013,1.551121593,0.792565525,0.626006722,0.355280489,0.400770068,2.313707352
2OWKDTonST8HNko3dBlPPp,Lost In Your Light (feat. Miguel),Dua Lipa,gr,4/21/17,60,1210,0.646,0.772,2,-3.826,1,0.0564,0.000402,0,0.102,0.414,117.097,203769,4,Greece,87,5.227000237,5.325246169,5.128754304,1.289487481,1.239414573,0.810198903,0.095731251,0,0.043289777,1.749221563
4XVif6rh9oYMIjazZ5F65A,Birden Geldin Aklıma,Tuna Kiremitçi,tr,12/29/17,200,8145,0.66,0.603,2,-7.228,0,0.103,0.264,7.62E-06,0.0882,0.534,163.991,216611,4,Turkey,69,5.5,5.594864963,5.405135037,1.198274374,1.337753177,0.637605608,0.3007406,0.046693042,0.09967158,1.879277945
0PeHQTWoq25q8TItzVfHYZ,Smukkest På En Søndag,Joey Moe,dk,8/10/17,192,7368,0.827,0.454,11,-4.803,1,0.0785,0.178,0,0.0808,0.415,78.065,203861,4,Denmark,2,7.521999836,7.581728065,7.462271607,1.482383013,1.551121593,0.792565525,0.626006722,0.355280489,0.400770068,2.313707352
3vdGYAo6x7Bfk4uRPvoOce,Loco por Volverte a Ver,Chili Fernandez,py,12/31/17,191,1203,0.812,0.661,6,-8.139,0,0.0696,0.31,0,0.0925,0.912,87.023,225985,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
4O9PDbnXU9SnqhPXBXYOnA,Cono Gelato,Dark Polo Gang,it,11/5/17,180,13754,0.83,0.527,8,-5.243,1,0.205,0.261,0,0.15,0.375,126.112,230947,4,Italy,48,5.964000225,6.042736906,5.885263544,1.395066619,1.444923282,0.853144348,0.256450713,0.172789648,0.028028091,1.813312054
3wPbN9E78RIYVAy4GIS4nG,あなたがいるなら,Cornelius,jp,5/29/17,138,2125,0.723,0.351,4,-9.086,1,0.0401,0.512,0.139,0.252,0.359,130.004,371707,4,Japan,51,5.920000076,5.990719445,5.849280708,1.416915178,1.436337829,0.913475871,0.505625546,0.120572768,0.163760737,1.363223553
7gipLfp7u2a0KOwAKTyrtq,Karimata (Mute),Taco Hemingway,pl,11/6/17,192,5470,0.739,0.497,11,-9.368,0,0.288,0.552,0,0.337,0.173,92.996,306467,4,Poland,46,5.97300005,6.053908341,5.892091758,1.291787863,1.44571197,0.699475348,0.520342112,0.158465967,0.059307806,1.797722816
7mDaLg0efKjbRyB4zseB27,Kasih,Hyper Act,my,12/31/17,118,5428,0.458,0.74,2,-8.171,1,0.0296,0.073,0,0.159,0.248,174.044,206517,4,Malaysia,42,6.084000111,6.179979637,5.988020585,1.29121542,1.284646034,0.618784428,0.402264982,0.41660893,0.065600708,2.004448891
4VFE6ZNqa8jHAmbYICoAFg,"God, Your Mama, And Me",Florida Georgia Line,ca,7/5/17,192,19354,0.439,0.802,7,-3.644,1,0.054,0.333,0,0.377,0.725,168.032,183413,4,Canada,7,7.315999985,7.384402835,7.247597134,1.479204416,1.481348991,0.834557652,0.611100912,0.435539722,0.287371516,2.187264442
5v9N8Rx3QsFvr50cxyQcA3,Love$ick,Mura Masa,au,7/13/17,96,25953,0.665,0.771,1,-5.124,0,0.14,0.126,0.00449,0.27,0.732,88.835,192160,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
0ihMkv4Usn03EEEF8Rlw22,Rapariga Não - Ao Vivo,João Neto & Frederico,br,12/31/17,79,134847,0.708,0.936,5,-1.734,0,0.0953,0.389,0,0.883,0.71,126.001,163450,4,Brazil,22,6.635000229,6.725469502,6.544530956,1.10735321,1.431306005,0.616552353,0.437453747,0.162349895,0.111092761,2.769267082
4b5oBON2DgamONUxvP4JyQ,Slow & Easy,Dai Hirai,jp,12/31/17,162,4173,0.663,0.807,0,-4.229,1,0.0441,0.634,0,0.0972,0.767,77.971,215120,4,Japan,51,5.920000076,5.990719445,5.849280708,1.416915178,1.436337829,0.913475871,0.505625546,0.120572768,0.163760737,1.363223553
2xNZeeqmwMPVKnD7FSQfgt,Sin Contrato - Remix,Maluma,py,7/29/17,156,1126,0.733,0.907,4,-4.002,0,0.158,0.0264,1.13E-06,0.1,0.661,96.053,231480,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
3sbF8yG9zzFftk9xN5PNiq,Skrt Skrt,Tory Lanez,ca,10/22/17,188,19751,0.574,0.631,0,-8.469,0,0.119,0.0172,1.18E-06,0.133,0.258,95.672,173807,4,Canada,7,7.315999985,7.384402835,7.247597134,1.479204416,1.481348991,0.834557652,0.611100912,0.435539722,0.287371516,2.187264442
3ldfGgw7IoLHbaqmspX3ME,De l'autre côté (feat. Nekfeu),Ninho,be,11/16/17,191,3063,0.633,0.658,4,-6.168,0,0.164,0.6,0,0.0926,0.512,113.951,229467,4,Belgium,17,6.890999794,6.95582075,6.826178838,1.463780761,1.462312698,0.818091869,0.539770722,0.231503338,0.251343131,2.124210358
0z7T97vMgQkwmGXWj8ZZ8W,Ahu,Mabel Matiz,tr,10/7/17,192,6743,0.686,0.666,9,-5.56,1,0.039,0.146,0,0.0428,0.801,122.06,214915,4,Turkey,69,5.5,5.594864963,5.405135037,1.198274374,1.337753177,0.637605608,0.3007406,0.046693042,0.09967158,1.879277945
1MpKZi1zTXpERKwxmOu1PH,Cuando Se Pone a Bailar,Rombai,py,7/30/17,144,1045,0.588,0.682,11,-7.169,0,0.173,0.0851,2.69E-05,0.084,0.937,205.643,195274,4,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,1.68533349
0lvXfUug5YmOHOyHgXufqF,Fake Magic,Peking Duk,au,12/31/17,138,39912,0.726,0.862,4,-2.984,0,0.103,0.0408,0.202,0.63,0.698,101.98,167059,4,Australia,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819
1muS4hJ6QV0eb34t6bgLqR,Du kommer ångra det här,Uno Svenningsson,se,12/10/17,164,24184,0.51,0.541,11,-6.174,0,0.027,0.104,0,0.314,0.267,130.079,230756,4,Sweden,9,7.28399992,7.344094877,7.223904962,1.494387269,1.478162169,0.830875158,0.612924099,0.385399252,0.384398729,2.097537994
7nRAK7blAQt94WRDI3EciA,Let the Sun Shine,Labrinth,gb,3/27/17,178,42209,0.631,0.783,7,-3.984,1,0.0349,0.378,0,0.262,0.441,117.078,179800,4,United Kingdom,19,6.714000225,6.783791761,6.644208689,1.44163394,1.49646008,0.805335939,0.508190036,0.492774159,0.265428066,1.704143524
4iqxP3VsinqFk21A3B9cyq,Love Song,Equalz,nl,11/30/17,38,79114,0.78,0.772,6,-3.754,0,0.0973,0.378,5.46E-05,0.0749,0.862,90.081,184253,4,Netherlands,6,7.376999855,7.427425841,7.326573869,1.503944635,1.428939223,0.810696125,0.585384488,0.47048983,0.282661825,2.294804096
4gJzpOMYyOpVnbDXlT5aWL,100 Años,Ha*Ash,uy,12/11/17,192,1085,0.564,0.751,5,-4.955,1,0.0817,0.0828,0,0.102,0.552,170.035,185573,4,Uruguay,28,6.453999996,6.545906218,6.362093775,1.217559695,1.412227869,0.719216824,0.579392254,0.175096929,0.178061873,2.172409534
2jahKqF76dRFDwCqd6FzS7,Insegura,VAS,uy,7/29/17,180,1140,0.729,0.713,0,-5.888,0,0.0382,0.0987,0.000898,0.106,0.781,108.035,152269,4,Uruguay,28,6.453999996,6.545906218,6.362093775,1.217559695,1.412227869,0.719216824,0.579392254,0.175096929,0.178061873,2.172409534
7DhYjNLksXZhbRQeheAums,Caraluna,Bacilos,co,12/31/17,150,5076,0.76,0.773,9,-5.314,1,0.0675,0.176,0,0.1,0.895,102.789,266160,4,Colombia,36,6.356999874,6.452020054,6.261979694,1.070622325,1.402182937,0.595027924,0.477487415,0.149014473,0.046668742,2.616068125
7CQnIVMwegdHlol8348Ozt,Que Fue (feat. El Alfa),Tali,do,6/4/17,75,1672,0.864,0.897,1,-3.348,1,0.0536,0.324,0.0208,0.344,0.118,119.989,179122,4,Dominican Republic,86,5.230000019,5.349060885,5.110939153,1.079373837,1.402416706,0.574873745,0.552589834,0.18696785,0.113945253,1.31946516
